student;algo_type;PenID;Date;Time;TagID;BirdID;Zone;VideoAnalyse;Comment;next_was_missed;last_zone_longer_than_60sec;duration_MissedTransition;systemgantnerid;is_first_observation;useless_zone;signalstrength;zone2;signalstzone2;zone3;signalstrzone3;zone4;signalstrzone4;BatchID
Masha;cleaning;10;18.10.2020;14:51:43;130;10pw;Tier 1;1;;;;;2;;1;15;2;4;0;0;0;0;
Masha;cleaning;10;18.10.2020;14:52:28;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;15;1;14;6;4;4;4;
Masha;cleaning;10;18.10.2020;14:53:51;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;11;2;10;0;0;0;0;
Masha;cleaning;10;18.10.2020;14:54:06;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;12;6;10;3;1;0;0;
Masha;cleaning;10;18.10.2020;14:54:23;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;10;2;8;3;3;0;0;
Masha;cleaning;10;18.10.2020;14:55:08;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;12;6;11;1;1;0;0;
Masha;cleaning;10;18.10.2020;14:56:11;130;10pw;Tier 1;1;;;;;2;;1;15;2;13;4;5;6;4;
Masha;cleaning;10;18.10.2020;15:00:29;130;10pw;Tier 2 + untere Stange;0;covered area litter z1 between AKB and BG;;;;2;;2;4;1;3;6;2;0;0;
Masha;cleaning;10;18.10.2020;15:01:01;130;10pw;Tier 1;1;;;;;2;;1;5;2;4;0;0;0;0;
Masha;cleaning;10;18.10.2020;15:15:05;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;13;1;6;4;4;0;0;
Masha;cleaning;10;18.10.2020;15:17:42;130;10pw;Tier 1;1;;;;;2;;1;7;0;0;0;0;0;0;
Masha;cleaning;10;18.10.2020;15:30:46;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;14;1;7;4;4;0;0;
Masha;cleaning;10;18.10.2020;15:33:01;130;10pw;Tier 1;1;;;;;2;;1;15;2;12;4;5;6;2;
Masha;cleaning;10;18.10.2020;15:49:06;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;14;1;12;4;4;0;0;
Masha;cleaning;10;18.10.2020;15:52:32;130;10pw;Tier 1;1;lands first at 15:52:48, but swent on last upper step of ladder BG from 15:52:03;;;;2;;1;10;2;9;4;4;6;2;
Masha;cleaning;10;18.10.2020;15:54:10;130;10pw;N/A;-1;WG: in pothole and not visible anymore from 54:10;;;;;;;;;;;;;;
Masha;cleaning;10;18.10.2020;15:54:59;130;10pw;N/A;-1;: could have stayed in pothole the entire time;;;;;;;;;;;;;;
Masha;cleaning;10;18.10.2020;16:17:24;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;17;1;15;6;5;4;5;
Masha;cleaning;10;18.10.2020;16:18:44;130;10pw;Tier 1;1;;;;;2;;1;15;4;5;2;3;6;3;
Masha;cleaning;10;18.10.2020;16:19:35;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;15;1;12;4;5;0;0;
Masha;cleaning;10;18.10.2020;16:20:10;130;10pw;Tier 1;1;;;;;2;;1;15;2;3;4;1;0;0;
Masha;cleaning;10;18.10.2020;16:26:24;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;13;1;7;6;3;4;3;
Masha;cleaning;10;18.10.2020;16:27:36;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;9;2;7;1;2;0;0;
Masha;cleaning;10;18.10.2020;16:28:18;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;11;6;9;3;4;1;2;
Masha;cleaning;10;18.10.2020;16:28:49;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;11;2;10;3;4;1;3;
Masha;cleaning;10;18.10.2020;16:28:57;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;11;6;9;1;3;0;0;
Masha;cleaning;10;18.10.2020;16:29:15;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;9;2;7;3;2;1;2;
Masha;cleaning;10;18.10.2020;16:29:33;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;15;6;9;3;5;1;3;
Masha;cleaning;10;18.10.2020;16:30:44;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;9;2;8;3;3;1;2;
Masha;cleaning;10;18.10.2020;16:31:57;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;12;6;11;3;4;1;2;
Masha;cleaning;10;18.10.2020;16:32:10;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;17;2;11;3;2;1;2;
Masha;cleaning;10;18.10.2020;16:32:17;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;12;6;9;3;2;0;0;
Masha;cleaning;10;18.10.2020;16:32:23;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;12;2;11;3;4;7;1;
Masha;cleaning;10;18.10.2020;16:33:25;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;11;6;9;1;3;3;3;
Masha;cleaning;10;18.10.2020;16:33:33;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;11;2;9;3;3;1;3;
Masha;cleaning;10;18.10.2020;16:33:49;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;13;6;11;3;4;1;3;
Masha;cleaning;10;18.10.2020;16:34:13;130;10pw;Tier 2 (mini 10);1;;;;;2;;6;15;2;11;3;3;1;2;
Masha;cleaning;10;18.10.2020;16:34:50;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;12;6;10;3;4;0;0;
Masha;cleaning;10;18.10.2020;16:35:28;130;10pw;Tier 1;1;;;;;2;;1;14;2;11;4;3;0;0;
Masha;cleaning;10;18.10.2020;16:35:57;130;10pw;Wintergarten;1;;;;;2;;5;2;0;0;0;0;0;0;
Masha;cleaning;10;18.10.2020;16:44:51;130;10pw;Tier 1;1;;;;;2;;1;11;0;0;0;0;0;0;
Masha;cleaning;10;18.10.2020;16:45:05;130;10pw;Tier 2 + untere Stange;1;;;;;2;;2;13;1;7;6;4;4;3;
Masha;cleaning;10;18.10.2020;16:45:58;130;10pw;Tier 2 (mini 10);-1;no colour on camera anymore;;;;2;;6;12;2;9;3;3;0;0;
Masha;cleaning;10;18.10.2020;16:46:39;130;10pw;Tier 2 + untere Stange;-1;no colour on camera anymore;;;;2;;2;11;6;9;3;2;0;0;
Masha;cleaning;10;18.10.2020;16:51:48;130;10pw;Tier 2 (mini 10);-1;no colour on camera anymore;;;;2;;6;10;2;7;1;2;0;0;
Masha;cleaning;10;18.10.2020;16:52:25;130;10pw;Tier 2 + untere Stange;-1;no colour on camera anymore;;;;2;;2;9;6;8;3;5;1;3;
Masha;cleaning;10;18.10.2020;16:52:35;130;10pw;Tier 2 (mini 10);-1;no colour on camera anymore;;;;2;;6;10;2;7;1;2;3;2;
Masha;cleaning;10;18.10.2020;16:53:49;130;10pw;Tier 2 + untere Stange;-1;no colour on camera anymore;;;;2;;2;10;6;9;3;4;0;0;
Masha;cleaning;10;18.10.2020;16:55:11;130;10pw;Tier 2 (mini 10);-1;no colour on camera anymore;;;;2;;6;11;2;10;3;1;0;0;
Masha;cleaning;10;18.10.2020;16:56:23;130;10pw;Tier 2 + untere Stange;-1;no colour on camera anymore;;;;2;;2;20;6;9;1;6;4;5;
Masha;cleaning;10;18.10.2020;16:56:42;130;10pw;Tier 1;-1;no colour on camera anymore;;;;2;;1;14;2;13;4;5;6;4;
Masha;cleaning;10;18.10.2020;17:02:46;130;10pw;Wintergarten;-1;no colour on camera anymore;;;;2;;5;2;0;0;0;0;0;0;
Masha;cleaning;10;18.10.2020;17:07:28;130;10pw;Tier 1;;;;;;2;;1;4;0;0;0;0;0;0;
Masha;cleaning;10;18.10.2020;17:12:00;130;10pw;Tier 2 + untere Stange;;;;;;2;;2;16;1;6;6;4;4;4;
Masha;cleaning;10;18.10.2020;17:15:27;130;10pw;Tier 1;;;;;;2;;1;15;2;13;4;6;0;0;
Masha;cleaning;10;18.10.2020;17:15:45;130;10pw;Tier 2 + untere Stange;;;;;;2;;2;15;1;11;4;5;6;5;
Masha;cleaning;10;18.10.2020;17:16:10;130;10pw;Tier 2 (mini 10);;;;;;2;;6;21;3;8;2;8;0;0;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;3;14.10.2020;08:32:48;8;3ws;Tier 3 Rampe + Nestbox;;;;;;1;;3;13;2;12;6;3;4;2;
Masha;cleaning;3;14.10.2020;08:45:13;8;3ws;Tier 4 + obere Stange;;;;;;1;;4;11;2;5;1;2;0;0;
Masha;cleaning;3;14.10.2020;08:46:42;8;3ws;Tier 3 Rampe + Nestbox;;;;;;1;;3;15;4;10;2;5;0;0;
Masha;cleaning;3;14.10.2020;08:47:58;8;3ws;Tier 2 + untere Stange;;;;;;1;;2;14;3;13;1;3;6;3;
Masha;cleaning;3;14.10.2020;08:49:41;8;3ws;Tier 2 (mini 3);;;;;;1;;6;14;2;11;0;0;0;0;
Masha;cleaning;3;14.10.2020;09:00:20;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;6;3;5;6;3;
Masha;cleaning;3;14.10.2020;09:00:29;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;16;2;8;4;5;6;3;
Masha;cleaning;3;14.10.2020;09:12:09;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;6;5;3;5;
Masha;cleaning;3;14.10.2020;09:12:54;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;7;3;6;6;3;
Masha;cleaning;3;14.10.2020;09:14:37;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;3;5;6;2;0;0;
Masha;cleaning;3;14.10.2020;09:15:11;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;6;6;3;
Masha;cleaning;3;14.10.2020;09:17:22;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;3;6;2;6;6;5;
Masha;cleaning;3;14.10.2020;09:17:46;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;3;6;4;6;6;5;
Masha;cleaning;3;14.10.2020;09:18:07;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;3;5;6;5;0;0;
Masha;cleaning;3;14.10.2020;09:18:58;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;6;6;5;
Masha;cleaning;3;14.10.2020;09:19:20;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;3;6;6;5;
Masha;cleaning;3;14.10.2020;09:19:33;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;3;6;4;6;6;5;
Masha;cleaning;3;14.10.2020;09:19:57;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;6;5;3;5;
Masha;cleaning;3;14.10.2020;09:20:09;8;3ws;Tier 1;1;;;;;1;;1;10;0;0;0;0;0;0;
Masha;cleaning;3;14.10.2020;09:30:40;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;11;6;5;1;3;4;3;
Masha;cleaning;3;14.10.2020;09:31:11;8;3ws;Tier 1;1;;;;;1;;1;13;2;9;6;5;4;3;
Masha;cleaning;3;14.10.2020;09:36:08;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;6;3;5;1;3;
Masha;cleaning;3;14.10.2020;09:36:41;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;15;2;8;4;5;1;3;
Masha;cleaning;3;14.10.2020;09:39:53;8;3ws;Tier 4 + obere Stange;1;;;;;1;;4;12;3;3;0;0;0;0;
Masha;cleaning;3;14.10.2020;09:40:14;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;16;4;12;2;2;0;0;
Masha;cleaning;3;14.10.2020;09:49:28;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;7;3;6;6;3;
Masha;cleaning;3;14.10.2020;09:50:27;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;3;5;6;3;
Masha;cleaning;3;14.10.2020;09:50:47;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;7;3;6;6;4;
Masha;cleaning;3;14.10.2020;09:52:42;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;16;2;8;4;7;6;5;
Masha;cleaning;3;14.10.2020;10:13:57;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;5;6;3;
Masha;cleaning;3;14.10.2020;10:14:17;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;3;5;6;4;
Masha;cleaning;3;14.10.2020;10:14:39;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;5;6;4;
Masha;cleaning;3;14.10.2020;10:14:55;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;6;5;3;4;
Masha;cleaning;3;14.10.2020;10:15:19;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;7;3;5;6;4;
Masha;cleaning;3;14.10.2020;10:22:51;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;7;2;6;3;5;6;3;
Masha;cleaning;3;14.10.2020;10:23:10;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;5;3;5;1;3;
Masha;cleaning;3;14.10.2020;10:25:01;8;3ws;Tier 3 Rampe + Nestbox;0;;;;;1;;3;6;2;5;4;5;6;5;
Masha;cleaning;3;14.10.2020;10:25:36;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;6;6;5;
Masha;cleaning;3;14.10.2020;10:26:13;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;12;2;5;0;0;0;0;
Masha;cleaning;3;14.10.2020;10:29:07;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;12;6;9;0;0;0;0;
Masha;cleaning;3;14.10.2020;10:30:01;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;16;2;9;3;3;1;2;
Masha;cleaning;3;14.10.2020;10:31:33;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;10;6;9;0;0;0;0;
Masha;cleaning;3;14.10.2020;10:33:33;8;3ws;Tier 4 + obere Stange;1;jumped from z2;;;;1;;4;11;2;4;6;3;1;2;
Masha;cleaning;3;14.10.2020;10:35:27;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;19;4;11;2;7;0;0;
Masha;cleaning;3;14.10.2020;11:30:02;8;3ws;Tier 2 + untere Stange;;;;;;1;;2;13;3;11;0;0;0;0;
Masha;cleaning;3;14.10.2020;11:34:45;8;3ws;Tier 3 Rampe + Nestbox;;;;;;1;;3;19;2;14;6;4;4;4;
Masha;cleaning;3;14.10.2020;11:36:57;8;3ws;Tier 2 + untere Stange;;;;;;1;;2;14;3;12;6;3;1;2;
Masha;cleaning;3;14.10.2020;11:37:33;8;3ws;Tier 2 (mini 3);;;;;;1;;6;11;2;8;0;0;0;0;
Masha;cleaning;3;14.10.2020;11:38:25;8;3ws;Tier 2 + untere Stange;;;;;;1;;2;10;6;9;0;0;0;0;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;3;16.10.2020;11:02:24;8;3ws;Tier 2 + untere Stange;;;;;;1;;2;13;3;12;1;3;6;3;
Masha;cleaning;3;16.10.2020;11:22:24;8;3ws;Tier 3 Rampe + Nestbox;;;;;;1;;3;15;2;6;0;0;0;0;
Masha;cleaning;3;16.10.2020;11:38:23;8;3ws;Tier 4 + obere Stange;;;;;;1;;4;11;2;6;1;2;0;0;
Masha;cleaning;3;16.10.2020;11:38:27;8;3ws;Tier 3 Rampe + Nestbox;;;;;;1;;3;14;4;11;6;4;2;3;
Masha;cleaning;3;16.10.2020;11:57:53;8;3ws;Tier 2 + untere Stange;;;;;;1;;2;14;3;12;6;4;4;3;
Masha;cleaning;3;16.10.2020;12:06:06;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;22;2;14;4;3;1;2;
Masha;cleaning;3;16.10.2020;12:14:36;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;13;3;11;6;3;1;3;
Masha;cleaning;3;16.10.2020;12:18:09;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;13;2;5;0;0;0;0;
Masha;cleaning;3;16.10.2020;12:20:56;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;16;6;11;2;9;4;4;
Masha;cleaning;3;16.10.2020;12:22:50;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;3;6;6;5;4;3;
Masha;cleaning;3;16.10.2020;12:22:59;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;19;2;7;6;5;4;3;
Masha;cleaning;3;16.10.2020;12:30:41;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;3;5;6;4;4;4;
Masha;cleaning;3;16.10.2020;12:34:28;8;3ws;Tier 3 Rampe + Nestbox;1;;1;;;1;;3;13;2;9;4;5;6;3;
Masha;cleaning;3;16.10.2020;12:39:15;8;3ws;N/A;Tier 2;obere stange BG;;;13;;;;;;;;;;;
Masha;cleaning;3;16.10.2020;12:39:28;8;3ws;N/A;Tier 3;;;;1163;;;;;;;;;;;
Masha;cleaning;3;16.10.2020;12:58:51;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;3;6;4;5;6;5;
Masha;cleaning;3;16.10.2020;13:03:27;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;16;2;9;6;2;1;2;
Masha;cleaning;3;16.10.2020;13:05:44;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;4;5;3;5;6;5;
Masha;cleaning;3;16.10.2020;13:06:19;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;12;2;7;4;5;6;3;
Masha;cleaning;3;16.10.2020;13:25:41;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;7;3;5;6;4;
Masha;cleaning;3;16.10.2020;13:25:53;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;6;3;5;6;2;0;0;
Masha;cleaning;3;16.10.2020;13:25:58;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;4;6;3;5;0;0;
Masha;cleaning;3;16.10.2020;13:26:31;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;21;2;13;3;3;0;0;
Masha;cleaning;3;16.10.2020;13:29:06;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;6;8;0;0;0;0;
Masha;cleaning;3;16.10.2020;13:30:13;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;9;2;8;1;2;3;2;
Masha;cleaning;3;16.10.2020;13:31:09;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;11;6;9;0;0;0;0;
Masha;cleaning;3;16.10.2020;13:31:34;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;11;2;10;1;2;0;0;
Masha;cleaning;3;16.10.2020;13:33:39;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;10;6;7;1;4;0;0;
Masha;cleaning;3;16.10.2020;13:34:02;8;3ws;Tier 1;1;;1;;;1;;1;9;6;3;0;0;0;0;
Masha;cleaning;3;16.10.2020;13:36:43;8;3ws;N/A;tier 2;;;;21;;;;;;;;;;;
Masha;cleaning;3;16.10.2020;13:37:04;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;19;2;10;4;5;6;5;
Masha;cleaning;3;16.10.2020;13:51:11;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;3;5;4;5;6;4;
Masha;cleaning;3;16.10.2020;13:51:34;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;6;3;5;6;5;1;3;
Masha;cleaning;3;16.10.2020;13:51:43;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;17;2;7;4;6;6;5;
Masha;cleaning;3;16.10.2020;14:05:28;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;5;6;5;
Masha;cleaning;3;16.10.2020;14:07:54;8;3ws;Tier 4 + obere Stange;0;untere stange BG z2;;;;1;;4;6;3;5;2;5;6;5;
Masha;cleaning;3;16.10.2020;14:08:00;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;6;5;3;5;
Masha;cleaning;3;16.10.2020;14:08:13;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;14;2;8;4;5;6;4;
Masha;cleaning;3;16.10.2020;14:37:04;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;3;6;4;6;6;4;
Masha;cleaning;3;16.10.2020;14:38:41;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;11;2;7;0;0;0;0;
Masha;cleaning;3;16.10.2020;14:39:11;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;10;6;9;1;1;0;0;
Masha;cleaning;3;16.10.2020;14:43:32;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;14;2;6;6;3;4;2;
Masha;cleaning;3;16.10.2020;14:46:47;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;19;3;14;6;6;4;3;
Masha;cleaning;3;16.10.2020;14:49:20;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;21;2;11;0;0;0;0;
Masha;cleaning;3;16.10.2020;14:49:58;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;3;6;4;4;6;3;
Masha;cleaning;3;16.10.2020;14:56:04;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;11;2;7;3;3;1;2;
Masha;cleaning;3;16.10.2020;14:56:40;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;11;6;9;1;3;0;0;
Masha;cleaning;3;16.10.2020;14:57:27;8;3ws;Tier 1;1;;;;;1;;1;15;0;0;0;0;0;0;
Masha;cleaning;3;16.10.2020;15:04:27;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;10;1;5;6;4;0;0;
Masha;cleaning;3;16.10.2020;15:09:52;8;3ws;Tier 1;1;at that time still on upper step og ladder BG, 15:10:10lands on einstreu z1;;;;1;;1;8;2;7;0;0;0;0;
Masha;cleaning;3;16.10.2020;15:15:06;8;3ws;Tier 2 (mini 3);0;open area between BG and AKB;;;;1;;6;3;0;0;0;0;0;0;
Masha;cleaning;3;16.10.2020;15:16:26;8;3ws;Tier 1;1;;;;;1;;1;7;0;0;0;0;0;0;
Masha;cleaning;3;16.10.2020;15:18:54;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;10;3;5;1;4;6;3;
Masha;cleaning;3;16.10.2020;15:19:18;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;16;2;7;4;6;6;5;
Masha;cleaning;3;16.10.2020;15:19:35;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;4;5;3;5;6;5;
Masha;cleaning;3;16.10.2020;15:20:40;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;15;2;8;4;5;6;4;
Masha;cleaning;3;16.10.2020;15:35:00;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;4;6;6;5;3;4;
Masha;cleaning;3;16.10.2020;15:39:13;8;3ws;Tier 3 Rampe + Nestbox;1;;1;;;1;;3;15;2;7;4;5;6;4;
Masha;cleaning;3;16.10.2020;15:49:04;8;3ws;N/A;Tier 2;untere stange BG;;;84;;;;;;;;;;;
Masha;cleaning;3;16.10.2020;15:50:28;8;3ws;Tier 4 + obere Stange;0;untere stange BG;;;;1;;4;6;2;5;3;5;6;4;
Masha;cleaning;3;16.10.2020;15:50:55;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;7;4;6;3;5;6;4;
Masha;cleaning;3;16.10.2020;15:53:40;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;15;2;7;6;5;4;4;
Masha;cleaning;3;16.10.2020;15:54:09;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;8;3;6;4;6;6;3;
Masha;cleaning;3;16.10.2020;15:56:16;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;21;2;13;3;3;1;2;
Masha;cleaning;3;16.10.2020;15:57:54;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;6;8;0;0;0;0;
Masha;cleaning;3;16.10.2020;15:58:49;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;9;2;8;0;0;0;0;
Masha;cleaning;3;16.10.2020;15:59:33;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;6;8;1;3;0;0;
Masha;cleaning;3;16.10.2020;16:00:05;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;11;2;10;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:00:45;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;17;6;12;3;4;1;2;
Masha;cleaning;3;16.10.2020;16:05:02;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;15;2;9;4;3;0;0;
Masha;cleaning;3;16.10.2020;16:05:52;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;16;3;12;6;4;4;3;
Masha;cleaning;3;16.10.2020;16:06:09;8;3ws;Tier 1;1;;;;;1;;1;16;2;2;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:12:53;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;11;6;5;1;3;0;0;
Masha;cleaning;3;16.10.2020;16:14:54;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;9;2;7;1;3;0;0;
Masha;cleaning;3;16.10.2020;16:16:01;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;6;8;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:20:05;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;8;2;7;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:20:29;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;14;6;9;1;2;0;0;
Masha;cleaning;3;16.10.2020;16:21:50;8;3ws;Tier 1;1;;;;;1;;1;6;0;0;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:29:13;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;1;6;3;5;4;5;
Masha;cleaning;3;16.10.2020;16:29:19;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;14;2;9;4;5;6;3;
Masha;cleaning;3;16.10.2020;16:30:44;8;3ws;Tier 4 + obere Stange;1;;;;;1;;4;12;0;0;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:33:26;8;3ws;Tier 3 Rampe + Nestbox;1;;;;;1;;3;13;4;11;2;8;0;0;
Masha;cleaning;3;16.10.2020;16:37:22;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;14;3;12;6;4;4;4;
Masha;cleaning;3;16.10.2020;16:40:25;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;12;2;9;3;2;1;2;
Masha;cleaning;3;16.10.2020;16:40:56;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;6;8;1;2;0;0;
Masha;cleaning;3;16.10.2020;16:41:33;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;11;2;8;3;2;0;0;
Masha;cleaning;3;16.10.2020;16:41:54;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;9;6;8;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:42:00;8;3ws;Tier 2 (mini 3);1;;;;;1;;6;9;2;8;0;0;0;0;
Masha;cleaning;3;16.10.2020;16:42:06;8;3ws;Tier 2 + untere Stange;1;;;;;1;;2;10;6;8;1;4;0;0;
Masha;cleaning;3;16.10.2020;16:44:19;8;3ws;Tier 1;1;;;;;1;;1;14;2;10;6;5;0;0;
